01;BELLIGNAT;bellignat;Bellignat;1810;3537
01;SAINT-MARCEL;saint marcel;Saint-Marcel;1390;1212
01;BELLEY;belley;Belley;1300;8755
01;CORBONOD;corbonod;Corbonod;1420;1176
01;NEYRON;neyron;Neyron;1700;2472
01;SAINT-PAUL-DE-VARAX;saint paul de varax;Saint-Paul-de-Varax;1240;1551
01;PRESSIAT;pressiat;Pressiat;1370;224
01;CHAZEY-BONS;chazey bons;Chazey-Bons;1300;744
01;SERVIGNAT;servignat;Servignat;1560;160
01;MARLIEUX;marlieux;Marlieux;1240;887
01;ANDERT-ET-CONDON;andert et condon;Andert-et-Condon;1300;340
01;HAUTECOURT-ROMANECHE;hautecourt romaneche;Hautecourt-Romanèche;1250;773
01;CROTTET;crottet;Crottet;1620;1722
01;DRUILLAT;druillat;Druillat;1160;1134
01;DOMPIERRE-SUR-VEYLE;dompierre sur veyle;Dompierre-sur-Veyle;1240;1226
01;PEROUGES;perouges;Pérouges;1800;1204
01;RIGNIEUX-LE-FRANC;rignieux le franc;Rignieux-le-Franc;1800;950
01;GIRON;giron;Giron;1130;162
01;CERDON;cerdon;Cerdon;1450;741
01;CRUZILLES-LES-MEPILLAT;cruzilles les mepillat;Cruzilles-lès-Mépillat;1290;818
01;LELEX;lelex;Lélex;1410;225
01;LHOPITAL;lhopital;Lhôpital;1420;59
01;SEGNY;segny;Ségny;1170;1649
01;CHEIGNIEU-LA-BALME;cheignieu la balme;Cheignieu-la-Balme;1510;157
01;SAINT-VULBAS;saint vulbas;Saint-Vulbas;1150;957
01;ECHALLON;echallon;Échallon;1130;772
01;LE MONTELLIER;le montellier;Le Montellier;1800;244
01;MARTIGNAT;martignat;Martignat;1810;1604
01;CEYZERIAT;ceyzeriat;Ceyzériat;1250;2738
01;MONTCET;montcet;Montcet;1310;665
01;VONNAS;vonnas;Vonnas;1540;2790
01;BUELLAS;buellas;Buellas;1310;1669
01;SAINT-BENIGNE;saint benigne;Saint-Bénigne;1190;1161
01;CHEVILLARD;chevillard;Chevillard;1430;162
01;BOULIGNEUX;bouligneux;Bouligneux;1330;309
01;CONTREVOZ;contrevoz;Contrevoz;1300;539
01;CHAMPDOR;champdor;Champdor;1110;464
01;PORT;port;Port;1460;847
01;SURJOUX;surjoux;Surjoux;1420;78
01;CHAMPFROMIER;champfromier;Champfromier;1410;677
01;VESINES;vesines;Vésines;1570;91
01;SEILLONNAZ;seillonnaz;Seillonnaz;1470;138
01;VARAMBON;varambon;Varambon;1160;521
01;LE GRAND-ABERGEMENT;le grand abergement;Le Grand-Abergement;1260;109
01;JASSANS-RIOTTIER;jassans riottier;Jassans-Riottier;1480;5976
01;ASNIERES-SUR-SAONE;asnieres sur saone;Asnières-sur-Saône;1570;73
01;CONDAMINE;condamine;Condamine;1430;404
01;LHUIS;lhuis;Lhuis;1680;854
